id_veterinaries,place_name,address_vet,Schedule,class_activity_vet,rating_vet,latitud,longitud
252,Veterinaria PENNY-PETS,"C. Malvavisco 7826, Prados Santa Anita, 32600 Cd Juárez, Chih., Mexico","Lunes: 12:30 – 6:00 PM, Martes: 12:00 – 6:00 PM, Miércoles: 12:00 – 6:00 PM, Jueves: 12:00 – 6:00 PM, Viernes: 12:00 – 6:00 PM, Sabado: 2:00 – 6:00 PM, Domingo: Cerrado, ",Servicios veterinarios para mascotas ,5,31.6704589,-106.4073389
253,Vet samaniego,"Cardenal 6426, Del Márquez, 32607 Cd Juárez, Chih., Mexico",,Servicios veterinarios para mascotas ,null,31.7027476,-106.4302331
254,Pet Home,"Floresta de San José, 32534 Cd Juárez, Chih., Mexico",,Servicios veterinarios para mascotas ,null,31.6989136,-106.4089836
255,Pet's World,"Av. Ejército Nacional, Pradera Dorada, Floresta de San José, 32618 Cd Juárez, Chih., Mexico","Lunes: 9:00 AM – 7:00 PM, Martes: 9:00 AM – 7:00 PM, Miércoles: 9:00 AM – 7:00 PM, Jueves: 9:00 AM – 7:00 PM, Viernes: 9:00 AM – 7:00 PM, Sabado: 9:00 AM – 6:00 PM, Domingo: 10:00 AM – 5:00 PM, ",Servicios veterinarios para mascotas ,4.4,31.7017592,-106.4134136
256,"""El Ganadero""","Ponciano Arriaga 607, Revolución Mexicana, 32670 Cd Juárez, Chih., Mexico",,Servicios veterinarios para mascotas ,null,31.676702,-106.448741
257,Farma Pet´s,"Avenida M. J. Clouthier 8427, Eréndira, 32698 Cd Juárez, Chih., Mexico","Lunes: 9:00 AM – 7:00 PM, Martes: 9:00 AM – 7:00 PM, Miércoles: 9:00 AM – 7:00 PM, Jueves: 9:00 AM – 7:00 PM, Viernes: 9:00 AM – 7:00 PM, Sabado: 9:00 AM – 7:00 PM, Domingo: 10:00 AM – 2:00 AM, ",Servicios veterinarios para mascotas ,4.7,31.6676219,-106.4055924
258,Veterinaria,"Av. Ejército Nacional 7226, Pradera Dorada, 32618 Cd Juárez, Chih., Mexico",,"Comercio al por mayor de medicamentos veterinarios y alimentos para animales, servicios veterinarios",4.4,31.7035056,-106.4194799
259,Veterinaria,"Alamillo 3227, km 5, Cd Juárez, Chih., Mexico","Lunes: 10:00 AM – 8:00 PM, Martes: 10:00 AM – 8:00 PM, Miércoles: 10:00 AM – 8:00 PM, Jueves: 10:00 AM – 8:00 PM, Viernes: 10:00 AM – 8:00 PM, Sabado: 11:00 AM – 2:00 PM, Domingo: 11:00 AM – 2:00 PM, ",Servicios veterinarios para mascotas ,4.7,31.6996915,-106.4431228
260,Samaniego Vet,"Sierra Morena 5549, La Cuesta II, Cd Juárez, Chih., Mexico",,Servicios veterinarios para mascotas ,null,31.6736619,-106.4264954
261,Veteridog,"Av. Prof. R. Rivera Lara 7409, Jardines Residencial, Las Acequias, Cd Juárez, Chih., Mexico",,Servicios veterinarios para mascotas ,null,31.6909809,-106.4172972
262,VetDelreal,"Prolongacion Morelia, Partido Iglesias, 32528 Cd Juárez, Chih., Mexico","Lunes: 9:00 AM – 6:00 PM, Martes: 9:00 AM – 6:00 PM, Miércoles: 9:00 AM – 6:00 PM, Jueves: 9:00 AM – 6:00 PM, Viernes: 9:00 AM – 6:00 PM, Sabado: 9:00 AM – 6:00 PM, Domingo: Cerrado, ",Servicios veterinarios para mascotas ,5,31.6735366,-106.4167473
263,Veterinaria Anubis,"Iztaccíhuatl 5512, Del Real, 32663 Cd Juárez, Chih., Mexico","Lunes: 10:00 AM – 6:00 PM, Martes: 10:00 AM – 6:00 PM, Miércoles: 10:00 AM – 6:00 PM, Jueves: 10:00 AM – 6:00 PM, Viernes: 10:00 AM – 6:00 PM, Sabado: 10:00 AM – 6:00 PM, Domingo: 10:00 AM – 3:00 PM, ",Servicios veterinarios para mascotas ,4.9,31.6733068,-106.4161769
264,Consultorio veterinario,"C. Sierra de Córdova 5683, La Cuesta II, Cd Juárez, Chih., Mexico","Lunes: 10:00 AM – 7:00 PM, Martes: 10:00 AM – 7:00 PM, Miércoles: 10:00 AM – 7:00 PM, Jueves: 10:00 AM – 7:00 PM, Viernes: 10:00 AM – 7:00 PM, Sabado: 10:00 AM – 6:00 PM, Domingo: Cerrado, ",Servicios veterinarios para mascotas ,5,31.6712781,-106.4286842
265,CLINICA VETERINARIA SAMANIEGO,"C. Sierra de Córdova 5683, La Cuesta, 32650 Cd Juárez, Chih., Mexico","Lunes: 9:00 AM – 7:00 PM, Martes: 9:00 AM – 7:00 PM, Miércoles: 9:00 AM – 7:00 PM, Jueves: 9:00 AM – 7:00 PM, Viernes: 9:00 AM – 7:00 PM, Sabado: 9:00 AM – 7:00 PM, Domingo: Cerrado, ",Servicios veterinarios para mascotas ,null,31.6712565,-106.4287398
266,Veterinaria PENNY-PETS,"Calle, Prados Sta Anita 7826, Prados Santa Anita, 32664 Cd Juárez, Chih., Mexico","Lunes: 10:00 AM – 6:00 PM, Martes: 10:00 AM – 6:00 PM, Miércoles: 10:09 AM – 6:00 PM, Jueves: 10:00 AM – 6:00 PM, Viernes: 10:00 AM – 6:00 PM, Sabado: 10:00 AM – 6:00 PM, Domingo: Cerrado, ",Servicios veterinarios para mascotas ,4.9,31.6759213,-106.4112988
267,Marvet,"32605, Tequisquiapan 234, Santa Teresa, 32605 Cd Juárez, Chih., Mexico","Lunes: 9:30 AM – 7:00 PM, Martes: 9:30 AM – 7:00 PM, Miércoles: 9:30 AM – 7:00 PM, Jueves: 9:30 AM – 7:00 PM, Viernes: 9:30 AM – 7:00 PM, Sabado: 9:30 AM – 7:00 PM, Domingo: Cerrado, ",Servicios veterinarios para mascotas ,4.3,31.6960539,-106.4297438
268,Minizoo Hospital,"Blvd. Oscar Flores 5553, La Cuesta II, 32650 Cd Juárez, Chih., Mexico","Lunes: Abierto las 24 horas, Martes: Abierto las 24 horas, Miércoles: Abierto las 24 horas, Jueves: Abierto las 24 horas, Viernes: Abierto las 24 horas, Sabado: Abierto las 24 horas, Domingo: Abierto las 24 horas, ",Servicios veterinarios para mascotas ,4.5,31.674015,-106.439125
